"acceptedName","specimenCount","propContemporary","logSpecimenCount","yearPublished","Threatened"
"Daldinia simulans",13,0.0769230769230769,2.56494935746154,1932,NA
"Daldinia vernicosa",383,0.211488250652742,5.94803498918065,1825,NA
"Daleomyces petersii",308,0.441558441558442,5.73009978297357,1875,NA
"Daleomyces phillipsii",129,0.48062015503876,4.85981240436167,1895,NA
"Daleomyces shearii",6,0.166666666666667,1.79175946922805,1939,NA
"Dasyscyphella albocitrina",16,0.125,2.77258872223978,1878,NA
"Dasyscyphella nivea",1373,0.528769118718135,7.22475340576797,1802,NA
"Dasyscyphella vitis",13,0,2.56494935746154,1832,NA
"Dasyscyphus populicola",21,0,3.04452243772342,1951,NA
"Dasyscyphus translucidus",5,0,1.6094379124341,1875,NA
"Decapitatus flavidus",35,0,3.55534806148941,1880,NA
"Deconica alpestris",6,0,1.79175946922805,1989,NA
"Deconica angustispora",13,0.153846153846154,2.56494935746154,1946,NA
"Deconica castanella",16,0.4375,2.77258872223978,1887,NA
"Deconica chionophila",96,0.739583333333333,4.56434819146784,1977,NA
"Deconica cokeriana",4,0.75,1.38629436111989,1946,NA
"Deconica coprophila",1482,0.708502024291498,7.30114780585603,1793,NA
"Deconica crobula",604,0.617549668874172,6.40357419793482,1838,NA
"Deconica hartii",11,0.363636363636364,2.39789527279837,1979,NA
"Deconica horizontalis",1066,0.835834896810507,6.97166860472579,1788,NA
"Deconica inquilina",1094,0.587751371115174,6.99759598298193,1818,NA
"Deconica magica",4,0.75,1.38629436111989,1989,NA
"Deconica merdaria",589,0.436332767402377,6.37842618365159,1821,NA
"Deconica moelleri",41,0.560975609756098,3.71357206670431,1978,NA
"Deconica montana",2122,0.626295947219604,7.66011431917393,1774,NA
"Deconica phillipsii",270,0.648148148148148,5.59842195899838,1878,NA
"Deconica phyllogena",322,0.571428571428571,5.77455154554441,1874,NA
"Deconica xeroderma",47,0.787234042553192,3.85014760171006,1961,NA
"Delicatula integrella",1540,0.788311688311688,7.33953769540767,1800,NA
"Dematophora asperata",7,0,1.94591014905531,1918,NA
"Dematophora bunodes",46,0.152173913043478,3.8286413964891,1873,NA
"Dematophora buxi",39,0.307692307692308,3.66356164612965,1879,NA
"Dematophora necatrix",75,0.333333333333333,4.31748811353631,1883,NA
"Dendrocollybia racemosa",463,0.75377969762419,6.13772705408623,1794,"0"
"Dendrocorticium jonides",13,0.307692307692308,2.56494935746154,1898,NA
"Dendrocorticium polygonioides",318,0.342767295597484,5.76205138278018,1881,NA
"Dendrodontia bispora",4,0.5,1.38629436111989,1983,NA
"Dendrominia burdsallii",2,0,0.693147180559945,2014,NA
"Dendrominia dryina",68,0.529411764705882,4.21950770517611,1822,NA
"Dendrominia maculata",22,0,3.09104245335832,1964,NA
"Dendrophora erumpens",81,0.0246913580246913,4.39444915467244,1920,NA
"Dendrostoma castaneum",95,0.305263157894737,4.55387689160054,1822,NA
"Dendrostoma leiphaemia",709,0.272214386459803,6.56385552653213,1823,NA
"Dendrothele acerina",1516,0.71042216358839,7.32383056620232,1796,NA
"Dendrothele alliacea",374,0.700534759358289,5.92425579741453,1884,NA
"Dendrothele americana",25,0.04,3.2188758248682,2006,NA
"Dendrothele candida",407,0.152334152334152,6.00881318544259,1822,NA
"Dendrothele commixta",252,0.734126984126984,5.52942908751142,1907,NA
"Dendrothele gilbertsonii",2,0,0.693147180559945,2009,NA
"Dendrothele griseocana",169,0.136094674556213,5.12989871492307,1898,NA
"Dendrothele incrustans",49,0.469387755102041,3.89182029811063,1964,NA
"Dendrothele itihummensis",13,0,2.56494935746154,1985,NA
"Dendrothele jacobi",30,0.833333333333333,3.40119738166216,2007,NA
"Dendrothele macrodens",99,0.0505050505050505,4.59511985013459,1921,NA
"Dendrothele mangiferae",4,0.25,1.38629436111989,1996,NA
"Dendrothele mexicana",19,0.0526315789473684,2.94443897916644,1964,NA
"Dendrothele microspora",174,0.14367816091954,5.15905529921453,1964,NA
"Dendrothele nivosa",447,0.364653243847875,6.10255859461357,1873,NA
"Dendrothele pachysterigmata",35,0.542857142857143,3.55534806148941,1964,NA
"Dendrothele seriata",21,0,3.04452243772342,1868,NA
"Dendrothele strumosa",62,0.0645161290322581,4.12713438504509,1851,NA
"Densocarpa shanorii",19,0.526315789473684,2.94443897916644,1954,NA
"Dentipellicula leptodon",101,0.455445544554455,4.61512051684126,1843,NA
"Dentipellis dissita",26,0.307692307692308,3.25809653802148,1876,NA
"Dentipellis fragilis",752,0.672872340425532,6.62273632394984,1801,NA
"Dentipellis macrodon",62,0,4.12713438504509,1801,NA
"Dentipellis ohiensis",10,0.1,2.30258509299405,1845,NA
"Dentocorticium portoricense",308,0.165584415584416,5.73009978297357,1828,NA
"Dentocorticium sulphurellum",90,0.0777777777777778,4.49980967033027,1878,NA
"Dermoloma cuneifolium",1807,0.819590481460985,7.49942329059223,1783,NA
"Dermoloma pseudocuneifolium",299,0.816053511705686,5.70044357339069,1986,NA
"Desarmillaria ectypa",91,0.659340659340659,4.51085950651685,1821,NA
"Desarmillaria tabescens",1451,0.571330117160579,7.28000825288419,1772,NA
"Descolea alba",377,0.397877984084881,5.93224518744801,2017,NA
"Descolea albella",284,0.366197183098592,5.64897423816121,1898,NA
"Descolea alienata",4,1,1.38629436111989,1996,NA
"Descolea giachinii",18,0.777777777777778,2.89037175789616,2000,NA
"Desmazierella acicola",569,0.525483304042179,6.34388043412633,1829,NA
"Destuntzia fusca",7,0,1.94591014905531,1985,"1"
"Destuntzia rubra",26,0.153846153846154,3.25809653802148,1899,"1"
"Destuntzia saylorii",8,0,2.07944154167984,1985,NA
"Destuntzia solstitialis",1,0,0,1985,NA
"Destuntzia subborealis",2,0,0.693147180559945,1966,NA
"Deviodontia pilaecystidiata",57,0.526315789473684,4.04305126783455,1953,NA
"Dextrinocystis capitata",9,0.222222222222222,2.19722457733622,1971,NA
"Diacanthodes novoguineensis",23,0.0869565217391304,3.13549421592915,1889,NA
"Dialonectria sanguinea",161,0.0248447204968944,5.08140436498446,1790,NA
"Diaporthe carpini",207,0.0579710144927536,5.33271879326537,1794,NA
"Diaporthe decorticans",164,0.182926829268293,5.0998664278242,1841,NA
"Diaporthe eres",1790,0.392737430167598,7.4899708988348,1801,NA
"Diaporthe picea",87,0.0229885057471264,4.46590811865458,1800,NA
"Diaporthe prunicola",32,0.0625,3.46573590279973,1883,NA
"Diaporthe rudis",266,0.221804511278195,5.5834963087817,1828,NA
"Diaporthe syngenesia",205,0.102439024390244,5.32300997913841,1823,NA
"Diaporthe tessera",70,0,4.24849524204936,1823,NA
"Diaporthe tuberculosa",118,0.0508474576271186,4.77068462446567,1873,NA
"Diaporthe varians",51,0.392156862745098,3.93182563272433,1859,NA
"Diaporthella platasca",1,0,0,1875,NA
"Diatrype americana",19,0,2.94443897916644,1902,NA
"Diatrype arundinariae",7,0,1.94591014905531,1902,NA
"Diatrype atlantica",3,0,1.09861228866811,2004,NA
"Diatrype baccharidis",11,0,2.39789527279837,1905,NA
"Diatrype bullata",4086,0.801762114537445,8.31532177537757,1787,NA
"Diatrype decorticata",1030,0.97378640776699,6.93731408122368,1801,NA
"Diatrype disciformis",4092,0.65713587487781,8.31678912707152,1787,NA
"Diatrype fletcheri",3,0,1.09861228866811,1907,NA
"Diatrype microstega",8,0.25,2.07944154167984,1892,NA
"Diatrype minoensis",1,0,0,1913,NA
"Diatrype nigerrima",1,0,0,1904,NA
"Diatrype patella",2,0,0.693147180559945,1913,NA
"Diatrype paurospora",3,0,1.09861228866811,1920,NA
"Diatrype phaselinoides",18,0.222222222222222,2.89037175789616,1907,NA
"Diatrype polycocca",34,0.0882352941176471,3.52636052461616,1870,NA
"Diatrype standleyi",3,0.666666666666667,1.09861228866811,1918,NA
"Diatrype staphyleae",3,0,1.09861228866811,1918,NA
"Diatrype stigma",5880,0.503061224489796,8.67931204089267,1787,NA
"Diatrype stigmaoides",9,0.444444444444444,2.19722457733622,1930,NA
"Diatrype subaffixa",6,0.166666666666667,1.79175946922805,1832,NA
"Diatrype tumidella",1,0,0,1913,NA
"Diatrype virescens",340,0.182352941176471,5.82894561761021,1832,NA
"Diatrype whitmanensis",6,0.333333333333333,1.79175946922805,1983,NA
"Diatrypella betulina",273,0.0183150183150183,5.60947179518496,1873,NA
"Diatrypella cephalanthi",34,0.0294117647058823,3.52636052461616,1822,NA
"Diatrypella ciliatula",53,0.0943396226415094,3.97029191355212,1823,NA
"Diatrypella decorata",124,0.0161290322580645,4.82028156560504,1867,NA
"Diatrypella discoidea",143,0.013986013986014,4.96284463025991,1876,NA
"Diatrypella eutypiformis",26,0,3.25809653802148,1882,NA
"Diatrypella exigua",14,0,2.63905732961526,1874,NA
"Diatrypella favacea",5414,0.730144070927226,8.59674347017425,1796,NA
"Diatrypella informis",8,0,2.07944154167984,2011,NA
"Diatrypella lantanae",2,0,0.693147180559945,1905,NA
"Diatrypella minutispora",7,0,1.94591014905531,1917,NA
"Diatrypella oregonensis",9,0,2.19722457733622,1930,NA
"Diatrypella pulvinata",75,0.24,4.31748811353631,1867,NA
"Diatrypella quercina",3456,0.791087962962963,8.14786712992395,1794,NA
"Diatrypella rhois",16,0,2.77258872223978,1822,NA
"Diatrypella rimosa",13,0,2.56494935746154,1902,NA
"Diatrypella vetusta",3,0,1.09861228866811,1903,NA
"Diatrypella xanthostroma",4,0,1.38629436111989,1903,NA
"Dichocladosporium chlorocephalum",357,0.120448179271709,5.87773578177964,1850,NA
"Dichomitus amygdalinus",51,0,3.93182563272433,1853,NA
"Dichomitus squalens",1225,0.282448979591837,7.11069612297883,1886,NA
"Dichopleuropus spathulatus",3,0.333333333333333,1.09861228866811,1965,NA
"Dichostereum boreale",163,0.423312883435583,5.09375020080676,1982,"1"
"Dichostereum effuscatum",371,0.202156334231806,5.91620206260743,1881,NA
"Dichostereum pallescens",266,0.0639097744360902,5.5834963087817,1832,NA
"Dichostereum peniophoroides",34,0.0588235294117647,3.52636052461616,1916,NA
"Dichostereum rhodosporum",127,0.236220472440945,4.84418708645859,1915,NA
"Dichostereum sordulentum",22,0.181818181818182,3.09104245335832,1888,NA
"Dictyocephalos attenuatus",31,0.387096774193548,3.43398720448515,1895,NA
"Dictyochaeta callimorpha",164,0.286585365853659,5.0998664278242,1834,NA
"Dictyonema irpicinum",128,0.0703125,4.85203026391962,1848,NA
"Dictyonema thelephora",606,0.171617161716172,6.40687998606931,1788,NA
"Dicyma nebularis",2,0,0.693147180559945,1878,NA
"Didymobotryum rigidum",4,0.25,1.38629436111989,1873,NA
"Didymobotryum verrucosum",7,0.285714285714286,1.94591014905531,1959,NA
"Didymolepta mimuli",16,0,2.77258872223978,1946,NA
"Diplocarpa irregularis",238,0.672268907563025,5.47227067367148,1832,NA
"Diplococcium indivisum",5,0,1.6094379124341,1882,NA
"Diplodia diospyri",6,0,1.79175946922805,1822,NA
"Diplodia juglandis",78,0.0128205128205128,4.35670882668959,1819,NA
"Diplodia taxi",97,0.0618556701030928,4.57471097850338,1860,NA
"Diplomitoporus crustulinus",1096,0.668795620437956,6.99942246750796,1925,NA
"Diplomitoporus flavescens",679,0.709867452135493,6.5206211275587,1903,NA
"Diplomitoporus sulphureus",1,0,0,1922,NA
"Discina ancilis",2232,0.558243727598566,7.7106533235012,1822,NA
"Discina brunnea",490,0.563265306122449,6.19440539110467,1893,NA
"Discina caroliniana",246,0.459349593495935,5.50533153593236,1811,NA
"Discina fastigiata",216,0.569444444444444,5.37527840768417,1834,NA
"Discina melaleuca",104,0.663461538461538,4.64439089914137,1898,NA
"Discina montana",373,0.828418230563003,5.92157841964382,1973,NA
"Discinella boudieri",66,0.606060606060606,4.18965474202643,1877,NA
"Discinella limosella",29,0.137931034482759,3.36729582998647,1871,NA
"Discinella lividopurpurea",8,0.625,2.07944154167984,1889,NA
"Discinella purpurascens",6,0,1.79175946922805,1822,NA
"Discinella washingtonensis",2,0,0.693147180559945,1948,NA
"Disciotis maturescens",24,0.125,3.17805383034795,1891,NA
"Disciotis venosa",1511,0.641958967571145,7.32052696227274,1801,NA
"Disciseda arida",4,0.25,1.38629436111989,1939,NA
"Disciseda bovista",309,0.359223300970874,5.73334127689775,1843,NA
"Disciseda candida",733,0.420190995907231,6.59714570188665,1822,NA
"Disciseda johnstonii",6,0,1.79175946922805,1919,NA
"Disciseda levispora",4,0,1.38629436111989,1919,NA
"Disciseda luteola",3,0.333333333333333,1.09861228866811,1919,NA
"Disciseda muelleri",8,0.25,2.07944154167984,1872,NA
"Disciseda pedicellata",69,0.101449275362319,4.23410650459726,1892,NA
"Disciseda pila",11,0,2.39789527279837,1909,NA
"Disciseda subterranea",151,0.0993377483443708,5.01727983681492,1879,NA
"Disciseda uplandii",5,0,1.6094379124341,1919,NA
"Disciseda verrucosa",60,0.716666666666667,4.0943445622221,1926,NA
"Discocurtisia arundinariae",4,0,1.38629436111989,1875,NA
"Discosphaerina lini",2,0,0.693147180559945,1927,NA
"Discosporina deplanata",21,0.0952380952380952,3.04452243772342,1881,NA
"Discosporium hyalinum",11,0,2.39789527279837,1882,NA
"Discostroma corticola",397,0.221662468513854,5.98393628068719,1839,NA
"Discostroma cupulum",5,0,1.6094379124341,1883,NA
"Discula destructiva",65,0.292307692307692,4.17438726989564,1991,NA
"Disperma binum",3,0,1.09861228866811,1884,NA
"Dissingia crassitunicata",42,0.238095238095238,3.73766961828337,1975,"1"
"Dissingia leucomelaena",1628,0.557739557739558,7.39510754656249,1801,NA
"Ditiola albiziae",1,0,0,1920,NA
"Ditiola peziziformis",650,0.566153846153846,6.47697236288968,1848,NA
"Ditiola radicata",1197,0.506265664160401,7.08757370555797,1805,NA
"Ditiola shopei",5,0,1.6094379124341,1930,NA
"Donadinia nigrella",392,0.357142857142857,5.97126183979046,1928,NA
"Donkioporia expansa",109,0.174311926605505,4.69134788222914,1823,NA
"Dothichiza foveolaris",34,0,3.52636052461616,1823,NA
"Dothideovalsa eutypoides",7,0,1.94591014905531,1893,NA
"Dothidotthia symphoricarpi",28,0,3.3322045101752,1890,NA
"Dothiora polyspora",5,0,1.6094379124341,1940,NA
"Dothiora ribesia",534,0.200374531835206,6.2803958389602,1794,NA
"Dothiora schizospora",5,0,1.6094379124341,1961,NA
"Dothiora sorbi",92,0,4.52178857704904,1812,NA
"Dothiora staphylina",3,0,1.09861228866811,1873,NA
"Dothiora stictoides",2,0,0.693147180559945,1875,NA
"Dothiora taxicola",133,0.0225563909774436,4.89034912822175,1872,NA
"Dothiora thujae",2,0,0.693147180559945,1912,NA
"Dothiorella sarmentorum",89,0.449438202247191,4.48863636973214,1819,NA
"Ductifera megaspora",1,0,0,1936,NA
"Ductifera pululahuana",1675,0.845970149253731,7.42356844425917,1893,NA
"Ductifera sucina",62,0.209677419354839,4.12713438504509,1895,NA
"Dumontinia tuberosa",2915,0.652487135506003,7.97762509878459,1789,NA
"Durella lecideola",51,0,3.93182563272433,1815,NA
"Earliella scabrosa",1964,0.331975560081466,7.58273848891441,1827,NA
"Echinochaete brachypora",192,0.359375,5.25749537202778,1854,NA
"Echinochaete cinnamomeosquamulosa",18,0.166666666666667,2.89037175789616,1901,NA
"Echinoderma asperum",4738,0.733220768256648,8.46337038471873,1793,NA
"Echinoderma carinii",58,0.758620689655172,4.06044301054642,1929,NA
"Echinoderma echinaceum",427,0.747072599531616,6.05678401322862,1940,NA
"Echinoderma jacobi",200,0.69,5.29831736654804,1981,NA
"Echinoderma pseudoasperulum",86,0.63953488372093,4.45434729625351,1978,NA
"Echinodontium ballouii",5,0.2,1.6094379124341,1909,"1"
"Echinodontium tinctorium",379,0.24802110817942,5.93753620508243,1895,NA
"Echinoporia aculeifera",79,0.518987341772152,4.36944785246702,1868,NA
"Efibula americana",7,0,1.94591014905531,2015,NA
"Efibula avellanea",64,0.359375,4.15888308335967,1911,NA
"Efibula corymbata",14,0.285714285714286,2.63905732961526,1954,NA
"Efibula gracilis",3,0.333333333333333,1.09861228866811,2015,NA
"Efibula tuberculata",1014,0.404339250493097,6.92165818415113,1896,NA
"Efibulella deflectens",221,0.443438914027149,5.39816270151775,1882,NA
"Efibulobasidium albescens",23,0.521739130434783,3.13549421592915,1881,NA
"Eichleriella pulvinata",2,0,0.693147180559945,1928,NA
"Eichleriella shearii",134,0.223880597014925,4.89783979995091,1915,NA
"Eichleriella tenuicula",32,0.125,3.46573590279973,1846,NA
"Elaiopezia waltersii",19,0.526315789473684,2.94443897916644,1942,NA
"Elaphomyces aculeatus",96,0.333333333333333,4.56434819146784,1831,NA
"Elaphomyces anthracinus",190,0.563157894736842,5.24702407216049,1831,"1"
"Elaphomyces asperulus",511,0.620352250489237,6.2363695902037,1831,"1"
"Elaphomyces cyanosporus",38,0.605263157894737,3.63758615972639,1851,NA
"Elaphomyces granulatus",2680,0.505223880597015,7.8935720735049,1753,NA
"Elaphomyces muricatus",1688,0.599526066350711,7.4312996751559,1829,"0"
"Elaphomyces subviscidus",3,0,1.09861228866811,1947,"1"
"Elaphomyces verrucosus",3,0,1.09861228866811,1929,NA
"Elfvingia reniformis",32,0,3.46573590279973,1885,NA
"Elixia flexella",334,0.290419161676647,5.8111409929767,1815,NA
"Elmerina caryae",701,0.463623395149786,6.55250788703459,1832,NA
"Enchnoa abnormis",20,0.05,2.99573227355399,1799,NA
"Enchnoa floccosa",4,0.25,1.38629436111989,1823,NA
"Encoelia furfuracea",3539,0.732975416784402,8.17159948034546,1800,NA
"Encoelia heteromera",62,0.225806451612903,4.12713438504509,1840,NA
"Encoeliopsis rhododendri",127,0.511811023622047,4.84418708645859,1854,NA
"Endocalyx melanoxanthus",130,0.253846153846154,4.86753445045558,1873,NA
"Endogone incrassata",11,0.0909090909090909,2.39789527279837,1922,NA
"Endogone oregonensis",5,0,1.6094379124341,1974,NA
"Endogone pisiformis",230,0.278260869565217,5.4380793089232,1809,NA
"Endogone stratosa",1,0,0,1974,NA
"Endoperplexa subfarinacea",4,0.75,1.38629436111989,1977,NA
"Endoptychum depressum",72,0.402777777777778,4.27666611901606,1958,NA
"Endoxyla avocetta",39,0,3.66356164612965,1879,NA
"Endoxyla parallela",48,0.166666666666667,3.87120101090789,1816,NA
"Endoxylina luteobasis",12,0,2.484906649788,1877,NA
"Entocybe lignicola",3,0.666666666666667,1.09861228866811,1989,NA
"Entocybe nitida",2030,0.757635467980296,7.61579107203583,1883,NA
"Entocybe priscua",7,0.285714285714286,1.94591014905531,1981,NA
"Entocybe speciosa",7,0.142857142857143,1.94591014905531,1981,NA
"Entocybe trachyospora",95,0.389473684210526,4.55387689160054,1974,NA
"Entocybe turbida",1261,0.616970658207772,7.13966033596492,1803,NA
"Entocybe vinacea",138,0.420289855072464,4.92725368515721,1772,NA
"Entoleuca callimorpha",1,0,0,1922,NA
"Entoleuca mammata",1078,0.186456400742115,6.98286275146894,1826,NA
"Entoloma abbreviatipes",4,0.25,1.38629436111989,1994,NA
"Entoloma abnorme",6,0.166666666666667,1.79175946922805,1908,NA
"Entoloma abortivum",1862,0.73469387755102,7.52940645783701,1859,NA
"Entoloma acericola",3,0,1.09861228866811,1917,NA
"Entoloma acutipes",8,0.25,2.07944154167984,1994,NA
"Entoloma acutoumbonatum",3,0,1.09861228866811,1994,NA
"Entoloma adirondackense",3,0,1.09861228866811,1917,NA
"Entoloma adnatifolium",71,0.957746478873239,4.26267987704132,1917,NA
"Entoloma aethiops",88,0.420454545454545,4.47733681447821,1770,NA
"Entoloma affine",1,0,0,1930,NA
"Entoloma alabamense",4,0,1.38629436111989,1917,NA
"Entoloma albatum",1,0,0,1967,NA
"Entoloma albidiforme",2,0,0.693147180559945,1945,NA
"Entoloma albidum",4,0.25,1.38629436111989,1917,NA
"Entoloma albinellum",14,0.142857142857143,2.63905732961526,1887,NA
"Entoloma albivellum",7,0,1.94591014905531,1979,NA
"Entoloma albofumeum",1,0,0,1967,NA
"Entoloma albogriseum",74,0.148648648648649,4.30406509320417,1878,NA
"Entoloma albosericeum",7,0.285714285714286,1.94591014905531,1967,NA
"Entoloma albotomentosum",48,0.770833333333333,3.87120101090789,1989,NA
"Entoloma alboumbonatum",33,0.757575757575758,3.49650756146648,1967,NA
"Entoloma album",32,0.8125,3.46573590279973,1939,NA
"Entoloma alcalinum",2,0,0.693147180559945,1917,NA
"Entoloma alissae",2,1,0.693147180559945,2016,"1"
"Entoloma allochroum",50,0.76,3.91202300542815,1982,NA
"Entoloma alnobetulae",6,0,1.79175946922805,1978,NA
"Entoloma alpicola",173,0.433526011560694,5.15329159449778,1955,NA
"Entoloma alutaceum",8,0,2.07944154167984,1917,NA
"Entoloma ameides",424,0.724056603773585,6.04973345523196,1865,NA
"Entoloma anatinum",201,0.631840796019901,5.30330490805908,1829,NA
"Entoloma angustifolium",3,0,1.09861228866811,1917,NA
"Entoloma appalachianense",3,0,1.09861228866811,1967,NA
"Entoloma approximatum",5,0.8,1.6094379124341,1994,NA
