"acceptedName","specimenCount","propContemporary","logSpecimenCount","yearPublished","Threatened"
"Lycoperdon polytrichum",13,0,2.56494935746154,1905,NA
"Lycoperdon pratense",5157,0.728524335854179,8.54811029405096,1782,NA
"Lycoperdon pseudopusillum",16,0,2.77258872223978,1903,NA
"Lycoperdon pseudoradicans",1,0,0,1902,NA
"Lycoperdon pseudoumbrinum",1,0,0,1903,NA
"Lycoperdon rarum",1,0,0,1930,NA
"Lycoperdon rimulatum",178,0.0730337078651685,5.18178355029209,1888,NA
"Lycoperdon separans",16,0,2.77258872223978,1874,NA
"Lycoperdon spadiceum",128,0.1484375,4.85203026391962,1774,NA
"Lycoperdon subcretaceum",267,0.355805243445693,5.58724865840025,1947,NA
"Lycoperdon subincarnatum",400,0.3575,5.99146454710798,1872,NA
"Lycoperdon subvelatum",22,0.136363636363636,3.09104245335832,1905,NA
"Lycoperdon velutinum",45,0.111111111111111,3.80666248977032,1892,NA
"Lyoathelia laxa",61,0.0819672131147541,4.11087386417331,1926,NA
"Lyomyces crustosus",2736,0.479897660818713,7.91425227874244,1800,NA
"Lyomyces juniperi",198,0.626262626262626,5.28826703069454,1911,NA
"Lyomyces macrescens",4,0,1.38629436111989,1904,NA
"Lyomyces pruni",334,0.368263473053892,5.8111409929767,1851,NA
"Lyomyces sambuci",5488,0.647230320699708,8.61031916940572,1794,NA
"Lyophyllum acutipes",1,0,0,1983,"1"
"Lyophyllum biconicosporum",1,0,0,1983,NA
"Lyophyllum candidum",1,0,0,1983,NA
"Lyophyllum canescentipes",1,0,0,1983,NA
"Lyophyllum chamaeleon",1,0,0,1983,"1"
"Lyophyllum chondrocephalum",1,0,0,1983,NA
"Lyophyllum conoideospermum",1,0,0,1983,"1"
"Lyophyllum corrugatum",2,0,0.693147180559945,1983,NA
"Lyophyllum decastes",5885,0.69481733220051,8.68016201969438,1774,"0"
"Lyophyllum fistulosum",1,0,0,1983,NA
"Lyophyllum fuligineum",41,0.292682926829268,3.71357206670431,1888,NA
"Lyophyllum fumescens",15,0,2.70805020110221,1878,NA
"Lyophyllum furfurellum",2,0.5,0.693147180559945,1983,"1"
"Lyophyllum geminum",5,0.6,1.6094379124341,1983,NA
"Lyophyllum gracile",3,0.666666666666667,1.09861228866811,1983,"1"
"Lyophyllum immundum",94,0.436170212765957,4.54329478227,1860,NA
"Lyophyllum infumatum",238,0.57563025210084,5.47227067367148,1890,NA
"Lyophyllum investitum",1,0,0,1983,NA
"Lyophyllum konradianum",50,0.6,3.91202300542815,1945,NA
"Lyophyllum laticeps",9,0.111111111111111,2.19722457733622,1918,NA
"Lyophyllum leptosarx",5,0.8,1.6094379124341,1983,NA
"Lyophyllum loricatum",676,0.576923076923077,6.51619307604296,1821,NA
"Lyophyllum lubricum",2,0.5,0.693147180559945,1983,"1"
"Lyophyllum lugubre",1,0,0,1897,NA
"Lyophyllum luteogriseascens",6,0.833333333333333,1.79175946922805,1983,NA
"Lyophyllum lutescens",1,0,0,1983,NA
"Lyophyllum multiforme",43,0.0465116279069767,3.76120011569356,1900,NA
"Lyophyllum ochrocinerascens",3,0,1.09861228866811,1983,NA
"Lyophyllum paelochroum",167,0.772455089820359,5.11799381241676,1982,NA
"Lyophyllum pallidum",2,0.5,0.693147180559945,1983,"1"
"Lyophyllum piceum",1,0,0,1983,"1"
"Lyophyllum pusillum",1,0,0,1983,NA
"Lyophyllum rugulosum",1,0,0,1983,NA
"Lyophyllum scabrisporum",1,0,0,1983,NA
"Lyophyllum semitale",969,0.745098039215686,6.87626461189077,1821,NA
"Lyophyllum shimeji",468,0.908119658119658,6.14846829591765,1915,NA
"Lyophyllum solidipes",1,0,0,1983,"1"
"Lyophyllum stenosporum",1,0,0,1983,NA
"Lyophyllum subnigricans",13,0.0769230769230769,2.56494935746154,1911,NA
"Lyophyllum subnitens",11,0.272727272727273,2.39789527279837,1958,NA
"Lyophyllum umbriniceps",4,0,1.38629436111989,1945,NA
"Lyophyllum urbanense",1,0,0,1968,NA
"Lysurus borealis",85,0,4.44265125649032,1894,NA
"Lysurus cruciatus",193,0.569948186528497,5.26269018890489,1845,NA
"Lysurus gardneri",55,0.163636363636364,4.00733318523247,1846,NA
"Lysurus mokusin",875,0.929142857142857,6.77422388635761,1781,NA
"Lysurus periphragmoides",486,0.695473251028807,6.18620862390049,1831,NA
"Lysurus texensis",2,0,0.693147180559945,1880,NA
"Macowanites lilacinus",2,0,0.693147180559945,1963,NA
"Macrocybe spectabilis",12,0.916666666666667,2.484906649788,1973,NA
"Macrocybe titans",275,0.952727272727273,5.61677109766657,1980,NA
"Macrocystidia cucumis",2867,0.735960934775026,7.96102146588337,1796,NA
"Macrolepiota brunnescens",4,0.5,1.38629436111989,1959,NA
"Macrolepiota excoriata",1814,0.683572216097023,7.50328963067508,1774,NA
"Macrolepiota mastoidea",3377,0.798045602605863,8.12474302038557,1803,NA
"Macrolepiota permixta",245,0.824489795918367,5.50125821054473,1886,NA
"Macrolepiota procera",18518,0.883572740036721,9.82649851100799,1772,NA
"Macrolepiota prominens",73,0.602739726027397,4.29045944114839,1874,NA
"Macrophomina phaseolina",1362,0.440528634361233,7.21670948670946,1901,NA
"Macrotyphula megasperma",1,0,0,1976,NA
"Macrotyphula phacorrhiza",662,0.563444108761329,6.49526555593701,1780,NA
"Maireina cinerea",2,0.5,0.693147180559945,1923,NA
"Maireina ilicis",2,0,0.693147180559945,1961,NA
"Maireina ochracea",146,0.116438356164384,4.98360662170834,1796,NA
"Mallocybe agardhii",600,0.545,6.39692965521615,1845,NA
"Mallocybe arthrocystis",31,0.483870967741935,3.43398720448515,1988,NA
"Mallocybe delecta",2,0,0.693147180559945,1887,NA
"Mallocybe fibrillosa",8,0.125,2.07944154167984,1888,NA
"Mallocybe fulvipes",35,0.685714285714286,3.55534806148941,1988,NA
"Mallocybe fuscomarginata",121,0.578512396694215,4.79579054559674,1956,NA
"Mallocybe gymnocarpa",76,0.631578947368421,4.33073334028633,1953,NA
"Mallocybe leucoblema",252,0.571428571428571,5.52942908751142,1956,NA
"Mallocybe malenconii",119,0.605042016806723,4.77912349311153,1931,NA
"Mallocybe multispora",8,0.75,2.07944154167984,1945,NA
"Mallocybe perbrevis",76,0.486842105263158,4.33073334028633,1836,NA
"Mallocybe subdecurrens",88,0.0795454545454545,4.47733681447821,1889,NA
"Mallocybe terrigena",753,0.713147410358566,6.62406522779989,1851,NA
"Mallocybe unicolor",138,0.818840579710145,4.92725368515721,1898,NA
"Malvipezia emileia",179,0.312849162011173,5.18738580584075,1879,NA
"Mamianiella coryli",496,0.0141129032258064,6.20657592672493,1789,NA
"Marasmiellus albofuscus",9,0.111111111111111,2.19722457733622,1868,NA
"Marasmiellus appalachianus",5,1,1.6094379124341,1997,NA
"Marasmiellus candidus",970,0.761855670103093,6.87729607149743,1788,NA
"Marasmiellus carneopallidus",6,0.333333333333333,1.79175946922805,1966,NA
"Marasmiellus clusilis",26,0,3.25809653802148,1880,NA
"Marasmiellus coilobasis",9,0.111111111111111,2.19722457733622,1856,NA
"Marasmiellus collybioides",16,0.5,2.77258872223978,1889,NA
"Marasmiellus distantifolius",14,0.0714285714285714,2.63905732961526,1915,NA
"Marasmiellus eburneus",18,0,2.89037175789616,1909,NA
"Marasmiellus epibryus",1,1,0,1943,NA
"Marasmiellus filopes",78,0.294871794871795,4.35670882668959,1872,NA
"Marasmiellus flaccidus",9,0,2.19722457733622,1940,NA
"Marasmiellus graminis",33,0.575757575757576,3.49650756146648,1915,NA
"Marasmiellus guzmanii",5,0.4,1.6094379124341,1973,NA
"Marasmiellus hapuuarum",8,1,2.07944154167984,2011,NA
"Marasmiellus inoderma",67,0.537313432835821,4.20469261939097,1851,NA
"Marasmiellus mesosporus",41,0.658536585365854,3.71357206670431,1973,NA
"Marasmiellus nodosus",11,0.0909090909090909,2.39789527279837,1987,NA
"Marasmiellus oligocinsulae",2,0,0.693147180559945,1939,NA
"Marasmiellus pacificus",3,0.333333333333333,1.09861228866811,1992,NA
"Marasmiellus paludosus",2,0,0.693147180559945,1980,NA
"Marasmiellus papillatus",39,0.102564102564103,3.66356164612965,1872,NA
"Marasmiellus picipes",8,0,2.07944154167984,1915,NA
"Marasmiellus pluvius",35,0.314285714285714,3.55534806148941,1982,NA
"Marasmiellus praeacutus",201,0.313432835820896,5.30330490805908,1876,NA
"Marasmiellus pseudogracilis",40,0.575,3.68887945411394,1938,NA
"Marasmiellus roseipallens",62,0.129032258064516,4.12713438504509,1916,NA
"Marasmiellus rugulosus",8,0,2.07944154167984,1868,NA
"Marasmiellus stenophylloides",5,0,1.6094379124341,1951,NA
"Marasmiellus subgraminis",10,0.1,2.30258509299405,1940,NA
"Marasmiellus subnigricans",19,0.421052631578947,2.94443897916644,1940,NA
"Marasmiellus tenerrimus",63,0.476190476190476,4.14313472639153,1868,NA
"Marasmiellus tricolor",255,0.733333333333333,5.54126354515843,1805,NA
"Marasmiellus troyanus",13,0.384615384615385,2.56494935746154,1915,NA
"Marasmiellus violae",1,0,0,1943,NA
"Marasmiellus volvatus",60,0.75,4.0943445622221,1989,NA
"Marasmius acerinus",3,0,1.09861228866811,1899,NA
"Marasmius alachuanus",6,0,1.79175946922805,1942,NA
"Marasmius albogriseus",74,0.540540540540541,4.30406509320417,1895,NA
"Marasmius armeniacus",13,0.307692307692308,2.56494935746154,1975,NA
"Marasmius atlanticus",2,0,0.693147180559945,1976,NA
"Marasmius atropurpureus",8,0.125,2.07944154167984,1915,NA
"Marasmius atrorubens",34,0.264705882352941,3.52636052461616,1842,NA
"Marasmius badiceps",11,0,2.39789527279837,1895,NA
"Marasmius bellipes",37,0.216216216216216,3.61091791264422,1905,NA
"Marasmius berteroi",84,0.654761904761905,4.43081679884331,1844,NA
"Marasmius borealis",46,0,3.8286413964891,1975,NA
"Marasmius brunneolus",11,0.545454545454545,2.39789527279837,1928,NA
"Marasmius bulliardii",1694,0.828807556080283,7.434847875212,1878,NA
"Marasmius caesius",5,0.2,1.6094379124341,1940,NA
"Marasmius caespitosus",9,0,2.19722457733622,1873,NA
"Marasmius calhouniae",215,0.883720930232558,5.37063802812766,1989,NA
"Marasmius callicarpellus",1,0,0,1946,NA
"Marasmius campanulatus",51,0,3.93182563272433,1872,NA
"Marasmius caricicola",2,0,0.693147180559945,1915,NA
"Marasmius chiapasensis",3,0,1.09861228866811,1976,NA
"Marasmius chordalis",98,0.142857142857143,4.58496747867057,1838,NA
"Marasmius ciliatomarginatus",12,0,2.484906649788,1989,NA
"Marasmius cladophyllus",138,0.717391304347826,4.92725368515721,1856,NA
"Marasmius cohaerens",2262,0.697612732095491,7.72400465667607,1805,NA
"Marasmius collinus",167,0.640718562874252,5.11799381241676,1772,NA
"Marasmius confertus",27,0.407407407407407,3.29583686600433,1873,NA
"Marasmius coprophilus",3,0,1.09861228866811,1926,NA
"Marasmius crinis-equi",514,0.83852140077821,6.24222326545517,1880,NA
"Marasmius curreyi",497,0.804828973843058,6.20859002609663,1879,NA
"Marasmius cyrillaedis",5,0,1.6094379124341,1968,NA
"Marasmius cystidiosus",31,0.290322580645161,3.43398720448515,1940,NA
"Marasmius decipiens",30,0.433333333333333,3.40119738166216,1985,NA
"Marasmius delectans",307,0.302931596091205,5.7268477475872,1905,NA
"Marasmius domesticus",3,0,1.09861228866811,1939,NA
"Marasmius elongatipes",54,0,3.98898404656427,1874,NA
"Marasmius epifagus",9,0.111111111111111,2.19722457733622,1975,NA
"Marasmius epiphylloides",392,0.73469387755102,5.97126183979046,1783,NA
"Marasmius epiphyllus",2684,0.621087928464978,7.89506349809157,1801,NA
"Marasmius epodius",212,0.683962264150943,5.35658627467201,1854,NA
"Marasmius falcatipes",22,0.181818181818182,3.09104245335832,1989,NA
"Marasmius felix",57,0.368421052631579,4.04305126783455,1906,NA
"Marasmius fiardii",8,0.625,2.07944154167984,1983,NA
"Marasmius floridanus",26,0.230769230769231,3.25809653802148,1940,NA
"Marasmius fulvoferrugineus",121,0.636363636363636,4.79579054559674,1976,NA
"Marasmius glabellus",106,0.0377358490566038,4.66343909411207,1873,NA
"Marasmius graminum",284,0.323943661971831,5.64897423816121,1832,NA
"Marasmius gregarius",5,0.2,1.6094379124341,1896,NA
"Marasmius haematocephalus",777,0.799227799227799,6.65544035036765,1837,NA
"Marasmius heliomyces",3,0,1.09861228866811,1940,NA
"Marasmius hemisphaericus",1,0,0,1946,NA
"Marasmius hioramii",6,0,1.79175946922805,1915,NA
"Marasmius ilicicola",2,0,0.693147180559945,1989,NA
"Marasmius inaquosi",1,0,0,1992,NA
"Marasmius insipidus",7,0.142857142857143,1.94591014905531,1975,NA
"Marasmius insititius",54,0.0185185185185185,3.98898404656427,1838,NA
"Marasmius leighii",4,0,1.38629436111989,1979,NA
"Marasmius leptopus",6,0,1.79175946922805,1903,NA
"Marasmius lilacinitinctus",10,0,2.30258509299405,1921,NA
"Marasmius lilacinus",1,0,0,1896,NA
"Marasmius limonispora",1,0,0,1926,NA
"Marasmius limosus",489,0.76278118609407,6.19236248947487,1878,NA
"Marasmius longistriatus",1,0,0,1906,NA
"Marasmius magnisporus",37,0.027027027027027,3.61091791264422,1912,NA
"Marasmius minutissimus",10,0.2,2.30258509299405,1875,NA
"Marasmius multifolius",12,0,2.484906649788,1915,NA
"Marasmius multivenosus",1,0,0,1946,NA
"Marasmius nigrodiscus",253,0.695652173913043,5.53338948872752,1898,NA
"Marasmius nolaneiformis",1,0,0,1940,NA
"Marasmius octifolius",2,0,0.693147180559945,1946,NA
"Marasmius oreades",12207,0.793479151306627,9.4097648366698,1774,"0"
"Marasmius pallidiceps",1,0,0,1946,NA
"Marasmius paludigenus",4,0,1.38629436111989,1989,NA
"Marasmius paucifolius",7,0,1.94591014905531,1915,NA
"Marasmius phyllophilus",5,0.2,1.6094379124341,1907,NA
"Marasmius plicatulus",871,0.780711825487945,6.7696419768525,1897,NA
"Marasmius plumieri",4,0.25,1.38629436111989,1844,NA
"Marasmius pruinosipes",1,0,0,1946,NA
"Marasmius pseudimpudicus",1,0,0,1946,NA
"Marasmius pseudobambusinus",10,0.2,2.30258509299405,1991,NA
"Marasmius pulcherripes",386,0.593264248704663,5.95583736946483,1872,NA
"Marasmius puniceus",6,0,1.79175946922805,1958,NA
"Marasmius quercuum",2,0.5,0.693147180559945,1946,NA
"Marasmius radiatus",4,0.5,1.38629436111989,1992,NA
"Marasmius ramulinus",5,0,1.6094379124341,1898,NA
"Marasmius resinosus",82,0.0365853658536585,4.40671924726425,1872,NA
"Marasmius rhyssophyllus",39,0.82051282051282,3.66356164612965,1868,NA
"Marasmius robinianus",2,0,0.693147180559945,1976,NA
"Marasmius rotalis",38,0.289473684210526,3.63758615972639,1873,NA
"Marasmius rotula",8366,0.737628496294525,9.03193115200214,1772,NA
"Marasmius rubrophyllus",5,0,1.6094379124341,1915,NA
"Marasmius sacchari",10,0,2.30258509299405,1896,NA
"Marasmius salignus",8,0,2.07944154167984,1884,NA
"Marasmius sicciformis",3,0,1.09861228866811,1940,NA
"Marasmius spadiceus",1,0,0,1975,NA
"Marasmius spinulifer",24,0,3.17805383034795,1872,NA
"Marasmius spissus",36,0.277777777777778,3.58351893845611,1975,NA
"Marasmius splachnoides",110,0.209090909090909,4.70048036579242,1819,NA
"Marasmius stenophylloides",3,0,1.09861228866811,1946,NA
"Marasmius strictipes",326,0.380368098159509,5.78689738136671,1888,NA
"Marasmius subagricola",2,0,0.693147180559945,1941,NA
"Marasmius subalbiceps",2,0,0.693147180559945,1946,NA
"Marasmius subarchyropus",1,0,0,1940,NA
"Marasmius subnauseosus",3,0,1.09861228866811,1926,NA
"Marasmius subpilosus",3,0,1.09861228866811,1903,NA
"Marasmius subprasiosmus",2,0,0.693147180559945,1940,NA
"Marasmius subsynodicus",2,0,0.693147180559945,1940,NA
"Marasmius subvenosus",20,0,2.99573227355399,1872,NA
"Marasmius superabundans",3,0,1.09861228866811,1945,NA
"Marasmius tageticolor",49,0.571428571428571,3.89182029811063,1856,NA
"Marasmius tenuifolius",3,0,1.09861228866811,1916,NA
"Marasmius testaceiceps",1,0,0,1946,NA
"Marasmius thujinus",42,0.166666666666667,3.73766961828337,1903,NA
"Marasmius tomentosipes",39,0.0256410256410256,3.66356164612965,1902,NA
"Marasmius trinitatis",13,0.384615384615385,2.56494935746154,1951,NA
"Marasmius uliginosus",2,0,0.693147180559945,1975,NA
"Marasmius vialis",6,0,1.79175946922805,1898,NA
"Marasmius washingtonensis",3,0,1.09861228866811,1915,NA
"Marasmius wettsteinii",1482,0.846828609986505,7.30114780585603,1887,NA
"Marasmius wynneae",2255,0.706873614190687,7.72090525193678,1835,NA
"Marcelleina persoonii",119,0.529411764705882,4.77912349311153,1867,NA
"Marchandiomyces corallinus",551,0.871143375680581,6.31173480915291,1847,NA
"Marthanella nidulosa",3,0.333333333333333,1.09861228866811,1999,NA
"Massaria anomia",446,0.143497757847534,6.10031895202006,1815,NA
"Massaria inquinans",520,0.217307692307692,6.25382881157547,1791,NA
"Massarina albocarnis",43,0.0465116279069767,3.76120011569356,1893,NA
"Massarina taphrina",5,0,1.6094379124341,1823,NA
"Massospora cicadina",252,0.896825396825397,5.52942908751142,1878,NA
"Mattirolomyces spinosus",13,0.153846153846154,2.56494935746154,1899,NA
"Maublancomyces inflatus",14,0.785714285714286,2.63905732961526,1805,NA
"Megacollybia fallax",38,0.842105263157895,3.63758615972639,1960,NA
"Megacollybia platyphylla",11253,0.769750288811872,9.32839003875,1793,NA
"Megacollybia rodmanii",1073,0.989748369058714,6.9782137426307,2008,NA
"Megacollybia subfurfuracea",9,1,2.19722457733622,2008,NA
"Megacollybia texensis",11,1,2.39789527279837,2008,NA
"Megalocystidium diffissum",102,0.0980392156862745,4.62497281328427,1889,NA
"Megalocystidium leucoxanthum",554,0.409747292418773,6.31716468674728,1898,NA
"Megalocystidium wakullum",5,0.2,1.6094379124341,1981,NA
"Megasporia cavernulosa",239,0.410041841004184,5.47646355193151,1856,NA
"Megasporoporia setulosa",189,0.365079365079365,5.24174701505964,1900,NA
"Meiorganum curtisii",386,0.727979274611399,5.95583736946483,1853,NA
"Melampsora occidentalis",575,0.0260869565217391,6.35437004079735,1917,NA
"Melampsorella elatina",1694,0.201889020070838,7.434847875212,1805,NA
"Melanconis carpinigera",2,0,0.693147180559945,1876,NA
"Melanconis stilbostoma",634,0.182965299684543,6.45204895443723,1818,NA
"Melanogaster ambiguus",374,0.417112299465241,5.92425579741453,1831,NA
"Melanogaster broomeanus",224,0.53125,5.41164605185504,1814,NA
"Melanogaster fusisporus",2,0,0.693147180559945,1995,NA
"Melanogaster intermedius",64,0.265625,4.15888308335967,1844,NA
"Melanogaster macrocarpus",7,0.142857142857143,1.94591014905531,1939,NA
"Melanogaster macrosporus",26,0.576923076923077,3.25809653802148,1922,NA
"Melanogaster natsii",10,0.6,2.30258509299405,1995,NA
"Melanogaster parksii",10,0,2.30258509299405,1937,NA
"Melanogaster trappei",13,0.538461538461538,2.56494935746154,1982,NA
"Melanogaster tuberiformis",228,0.469298245614035,5.42934562895444,1831,NA
"Melanogaster variegatus",292,0.373287671232877,5.67675380226828,1830,NA
"Melanoleuca acris",26,0.269230769230769,3.25809653802148,1897,NA
"Melanoleuca adusta",1,0,0,1939,NA
"Melanoleuca alabamensis",2,0,0.693147180559945,1914,NA
"Melanoleuca alutaceopallens",4,0,1.38629436111989,1883,NA
"Melanoleuca amica",11,0.181818181818182,2.39789527279837,1857,NA
"Melanoleuca angelesiana",68,0.882352941176471,4.21950770517611,1944,NA
"Melanoleuca angustifolia",2,0,0.693147180559945,1914,NA
"Melanoleuca anomala",1,0,0,1913,NA
"Melanoleuca arcuata",178,0.52247191011236,5.18178355029209,1790,NA
"Melanoleuca australis",2,0,0.693147180559945,1945,NA
"Melanoleuca avellaneifolia",3,0,1.09861228866811,1913,NA
"Melanoleuca bicolor",15,0,2.70805020110221,1913,NA
"Melanoleuca borealis",3,0,1.09861228866811,1977,NA
"Melanoleuca brevipes",944,0.527542372881356,6.8501261661455,1791,NA
"Melanoleuca calceifolia",3,0,1.09861228866811,1946,NA
"Melanoleuca californica",6,0,1.79175946922805,1913,NA
"Melanoleuca chrysenteroides",10,0,2.30258509299405,1872,NA
"Melanoleuca cinereifolia",165,0.818181818181818,5.10594547390058,1970,NA
"Melanoleuca citrinifolia",2,0,0.693147180559945,1938,NA
"Melanoleuca cognata",1653,0.665456745311555,7.41034709782102,1874,NA
"Melanoleuca compressipes",3,0,1.09861228866811,1914,NA
"Melanoleuca davisiae",63,0.793650793650794,4.14313472639153,1900,NA
"Melanoleuca dryophila",344,0.976744186046512,5.8406416573734,1913,NA
"Melanoleuca earleae",1,0,0,1914,NA
"Melanoleuca eccentrica",5,0.2,1.6094379124341,1944,NA
"Melanoleuca eduriformis",1,0,0,1914,NA
"Melanoleuca exscissa",742,0.710242587601078,6.60934924316738,1821,NA
"Melanoleuca farinacea",3,0.333333333333333,1.09861228866811,1913,NA
"Melanoleuca ferruginescens",4,0,1.38629436111989,1945,NA
"Melanoleuca floridana",9,0.666666666666667,2.19722457733622,1945,NA
"Melanoleuca fulvidisca",1,0,0,1945,NA
"Melanoleuca fumosella",1,0,0,1914,NA
"Melanoleuca fumosolutea",102,0.352941176470588,4.62497281328427,1875,NA
"Melanoleuca graminicola",363,0.440771349862259,5.89440283426485,1939,NA
"Melanoleuca grammopodia",1458,0.659122085048011,7.2848209125686,1792,NA
"Melanoleuca humilis",202,0.405940594059406,5.30826769740121,1801,NA
"Melanoleuca hygrophorus",2,0,0.693147180559945,1945,NA
"Melanoleuca infantilis",1,0,0,1887,NA
"Melanoleuca kauffmanii",1,0,0,1914,NA
"Melanoleuca lasciviformis",1,0,0,1946,NA
"Melanoleuca lewisii",15,0.533333333333333,2.70805020110221,1944,NA
"Melanoleuca longipes",1,0,0,1914,NA
"Melanoleuca luteolosperma",21,0.142857142857143,3.04452243772342,1894,NA
"Melanoleuca luteomaculans",12,0,2.484906649788,1909,NA
"Melanoleuca maculatescens",3,0,1.09861228866811,1891,NA
"Melanoleuca malodora",1,0,0,1942,NA
"Melanoleuca melaleuca",2358,0.565733672603902,7.76556908109732,1801,NA
"Melanoleuca melaleuciformis",2,0,0.693147180559945,1946,NA
"Melanoleuca memmingeri",4,0,1.38629436111989,1914,NA
"Melanoleuca microsperma",4,0,1.38629436111989,1946,NA
"Melanoleuca olesonii",3,0,1.09861228866811,1913,NA
"Melanoleuca oreades",1,0,0,1913,NA
"Melanoleuca oreina",59,0.491525423728814,4.07753744390572,1818,NA
"Melanoleuca paedida",30,0.366666666666667,3.40119738166216,1838,NA
"Melanoleuca pallida",8,0,2.07944154167984,1897,NA
"Melanoleuca peralba",4,0,1.38629436111989,1942,NA
"Melanoleuca phaeopodia",61,0.491803278688525,4.11087386417331,1792,NA
"Melanoleuca piperata",19,0,2.94443897916644,1899,NA
"Melanoleuca piperatiformis",4,0,1.38629436111989,1946,NA
"Melanoleuca platyphylla",53,0.113207547169811,3.97029191355212,1913,NA
"Melanoleuca platyphylloides",2,0,0.693147180559945,1945,NA
"Melanoleuca polioleuca",2036,0.772593320235756,7.61874237767041,1790,NA
"Melanoleuca portolensis",1,0,0,1913,NA
"Melanoleuca praebulbosa",1,0,0,1942,NA
"Melanoleuca praecox",1,0,0,1914,NA
"Melanoleuca reae",3,0,1.09861228866811,1935,NA
"Melanoleuca resplendens",180,0.144444444444444,5.19295685089021,1857,NA
"Melanoleuca rimosa",4,0,1.38629436111989,1902,NA
"Melanoleuca roseobrunnea",38,0.0263157894736842,3.63758615972639,1913,NA
"Melanoleuca rudericola",1,0,0,1913,NA
"Melanoleuca russuloides",2,0,0.693147180559945,1952,NA
"Melanoleuca schumacheri",40,0.525,3.68887945411394,1818,NA
"Melanoleuca serratifolia",23,0.434782608695652,3.13549421592915,1894,NA
"Melanoleuca silvaticoides",1,0,0,1945,NA
"Melanoleuca spegazzinii",28,0.321428571428571,3.3322045101752,1902,NA
"Melanoleuca striatella",3,0.333333333333333,1.09861228866811,1913,NA
"Melanoleuca strictipes",1369,0.596785975164353,7.22183582528845,1882,NA
"Melanoleuca stridula",445,0.685393258426966,6.09807428216624,1838,NA
"Melanoleuca subacida",1,0,0,1914,NA
"Melanoleuca subacris",3,0,1.09861228866811,1942,NA
"Melanoleuca subalpina",349,0.787965616045845,5.85507192220243,1891,NA
"Melanoleuca subcinerea",4,0,1.38629436111989,1909,NA
"Melanoleuca subcylindrispora",1,0,0,1945,NA
"Melanoleuca subfuliginea",1,0,0,1914,NA
"Melanoleuca sublurida",1,0,0,1913,NA
"Melanoleuca submaculata",7,0,1.94591014905531,1894,NA
"Melanoleuca submulticeps",1,0,0,1913,NA
"Melanoleuca subpulverulenta",70,0.671428571428571,4.24849524204936,1828,NA
"Melanoleuca subsaponacea",6,0,1.79175946922805,1912,NA
"Melanoleuca subsilvatica",1,0,0,1949,NA
"Melanoleuca subterrea",3,0,1.09861228866811,1914,NA
"Melanoleuca subterreiformis",1,0,0,1945,NA
"Melanoleuca subtransmutans",3,0,1.09861228866811,1914,NA
"Melanoleuca subvelata",1,0,0,1913,NA
"Melanoleuca subvolkertii",1,0,0,1945,NA
"Melanoleuca tanana",11,0.181818181818182,2.39789527279837,1977,NA
"Melanoleuca tenuipes",1,0,0,1913,NA
"Melanoleuca thujina",1,0,0,1874,NA
"Melanoleuca tottenii",3,0,1.09861228866811,1914,NA
"Melanoleuca trentonensis",4,0,1.38629436111989,1872,NA
"Melanoleuca unakensis",1,0,0,1914,NA
"Melanoleuca ustaliformis",1,0,0,1945,NA
"Melanoleuca utahensis",2,0,0.693147180559945,1977,NA
"Melanoleuca verrucipes",606,0.843234323432343,6.40687998606931,1872,NA
"Melanoleuca virginea",6,0,1.79175946922805,1942,NA
"Melanoleuca viscosa",3,0,1.09861228866811,1904,NA
"Melanoleuca volkertii",2,0,0.693147180559945,1914,NA
"Melanoleuca watsonii",6,0,1.79175946922805,1945,NA
"Melanoleuca yatesii",33,0.939393939393939,3.49650756146648,1914,NA
"Melanomma caryophagum",21,0.142857142857143,3.04452243772342,1832,NA
"Melanomma pulvis-pyrius",2004,0.502994011976048,7.60290046220476,1794,NA
"Melanomma sanguinarium",131,0.480916030534351,4.87519732320115,1873,NA
"Melanomphalia alpina",13,0,2.56494935746154,1957,NA
"Melanomphalia pellucida",7,0.142857142857143,1.94591014905531,1912,NA
"Melanophyllum haematospermum",1515,0.720792079207921,7.32317071794347,1792,NA
"Melanoporia nigra",116,0.0258620689655172,4.75359019110636,1845,NA
"Melanops calycanthi",16,0,2.77258872223978,1822,NA
"Melanops erratica",4,0,1.38629436111989,1878,NA
"Melanops ficus",6,0,1.79175946922805,1883,NA
"Melanops gelsemiata",3,0,1.09861228866811,1878,NA
"Melanops hibisci",17,0,2.83321334405622,1832,NA
"Melanops hypericina",4,0,1.38629436111989,1876,NA
"Melanops ludwigiae",56,0,4.02535169073515,1878,NA
"Melanops pertecta",2,0,0.693147180559945,1878,NA
"Melanops pustulata",8,0,2.07944154167984,1875,NA
"Melanops pyriospora",4,0,1.38629436111989,1874,NA
"Melanops suberumpens",6,0,1.79175946922805,1897,NA
"Melanops vanvleckii",3,0,1.09861228866811,1832,NA
"Melanops wisteriae",15,0,2.70805020110221,1878,NA
"Melanotus defraudatus",6,0.5,1.79175946922805,1990,NA
"Melanotus pecten",1,0,0,1859,NA
"Melastiza chateri",802,0.450124688279302,6.68710860786651,1872,NA
"Melastiza cornubiensis",780,0.629487179487179,6.65929391968364,1854,NA
"Melastiza flavorubens",179,0.564245810055866,5.18738580584075,1894,NA
"Melastiza greletii",8,0,2.07944154167984,1958,NA
"Melastiza phaeoloma",7,0,1.94591014905531,1833,NA
