acceptedName,specimenCount,propContemporary,yearPublished,medianPrediction,lower95ConfInt,upper95ConfInt
Hypoxylon vogesiacum,1439,0.902,1849,0.064,0.033,0.117
Simocybe sumptuosa,463,0.883,1960,0.064,0.032,0.119
Flammulina fennae,359,0.836,1983,0.064,0.031,0.123
Entoloma prunuloides,1896,0.845,1821,0.065,0.029,0.125
Paxillus obscurisporus,212,1,1999,0.065,0.031,0.125
Cortinarius olivaceofuscus,738,0.808,1930,0.065,0.033,0.115
Coprinopsis romagnesiana,507,0.893,1951,0.065,0.033,0.119
Cortinarius hinnuleus,2564,0.701,1799,0.065,0.025,0.137
Trametes trogii,1809,0.69,1850,0.065,0.033,0.115
Geastrum quadrifidum,2704,0.679,1794,0.065,0.024,0.142
Trechispora farinacea,3284,0.453,1801,0.065,0.022,0.157
Botryobasidium laeve,692,0.617,1958,0.065,0.03,0.129
Cortinarius subtortus,2395,0.744,1801,0.066,0.026,0.137
Russula caerulea,2241,0.805,1801,0.066,0.027,0.136
Entoloma mougeotii,1232,0.834,1873,0.067,0.036,0.115
Cortinarius pholideus,2486,0.608,1816,0.067,0.027,0.136
Retiboletus ornatipes,1297,0.754,1878,0.067,0.036,0.115
Ganoderma brownii,707,0.939,1915,0.067,0.035,0.12
Cortinarius mucosus,2683,0.676,1792,0.068,0.025,0.147
Marasmius epiphyllus,2684,0.621,1801,0.068,0.025,0.146
Cystodermella granulosa,3077,0.597,1783,0.068,0.022,0.16
Thaxterogaster purpurascens,2169,0.714,1818,0.068,0.03,0.132
Rhizopogon roseolus,2807,0.399,1831,0.068,0.026,0.147
Lycoperdon molle,2806,0.58,1800,0.068,0.024,0.149
Amanita velosa,910,0.898,1895,0.068,0.037,0.119
Hymenochaete carpatica,659,0.856,1930,0.068,0.036,0.12
Polyporus lipsiensis,2279,0.857,1786,0.069,0.026,0.151
Xylodon asper,1790,0.502,1874,0.069,0.033,0.13
Cyptotrama asprata,1557,0.804,1847,0.069,0.035,0.121
Amanita constricta,313,0.885,1982,0.069,0.034,0.129
Clavariadelphus pistillaris,3461,0.638,1753,0.069,0.018,0.193
Merismodes anomala,2971,0.542,1796,0.069,0.024,0.158
Tricholoma atrosquamosum,1889,0.701,1837,0.069,0.034,0.125
Hymenoscyphus fructigenus,2846,0.645,1785,0.069,0.024,0.157
Mycena maculata,1211,0.7,1890,0.069,0.037,0.117
Inosperma bongardii,1857,0.72,1836,0.069,0.034,0.125
Sebacina schweinitzii,1839,0.754,1832,0.07,0.034,0.126
Aspropaxillus giganteus,2373,0.724,1800,0.07,0.028,0.143
Hericium cirrhatum,2417,0.744,1794,0.07,0.027,0.146
Thaxterogaster multiformis,2673,0.677,1789,0.07,0.025,0.153
Ganoderma oregonense,876,0.811,1908,0.07,0.038,0.119
Boletopsis leucomelaena,2261,0.76,1801,0.07,0.029,0.143
Stropharia caerulea,2179,0.873,1788,0.07,0.027,0.153
Mycena crocea,256,0.91,1991,0.071,0.035,0.132
Ganoderma australe,2470,0.513,1827,0.071,0.03,0.142
Caloscypha fulgens,2053,0.707,1822,0.071,0.033,0.135
Rigidoporus sanguinolentus,2520,0.623,1805,0.071,0.028,0.148
Tricholoma pessundatum,2148,0.673,1821,0.071,0.032,0.136
Lepista irina,1905,0.668,1838,0.071,0.035,0.129
Ramaria largentii,384,0.807,1974,0.071,0.036,0.131
Volvariella bombycina,2515,0.811,1774,0.071,0.024,0.166
Typhula juncea,2303,0.793,1791,0.071,0.028,0.151
Entoloma griseocyaneum,1750,0.85,1821,0.072,0.034,0.137
Roridomyces roridus,2115,0.718,1815,0.072,0.032,0.139
Conocybe subpubescens,508,0.746,1960,0.072,0.036,0.131
Tremella hypogymniae,297,0.754,1996,0.072,0.035,0.137
Mycena capillaripes,1079,0.783,1888,0.072,0.04,0.121
Russula heterophylla,2328,0.715,1801,0.072,0.029,0.147
Discina montana,373,0.828,1973,0.072,0.036,0.132
Cookeina tricholoma,1749,0.759,1834,0.072,0.036,0.13
Rhizopogon vinicolor,606,0.573,1966,0.072,0.033,0.145
Microporus xanthopus,2201,0.656,1818,0.073,0.032,0.14
Hygrocybe citrinovirens,725,0.806,1923,0.073,0.039,0.124
Lepista glaucocana,1241,0.715,1881,0.073,0.04,0.122
Calocybe carnea,2341,0.759,1792,0.073,0.028,0.152
Macrocybe titans,275,0.953,1980,0.073,0.036,0.135
Russula viscida,913,0.735,1910,0.073,0.04,0.123
Leccinum duriusculum,1170,0.813,1874,0.073,0.04,0.124
Russula turci,1228,0.713,1882,0.073,0.04,0.122
Clitopilus hobsonii,1434,0.745,1860,0.073,0.04,0.124
Agaricus semotus,1580,0.64,1863,0.073,0.039,0.127
Clitocybe phaeophthalma,1692,0.82,1828,0.073,0.035,0.134
Neobulgaria pura,2167,0.803,1796,0.073,0.03,0.151
Descolea alba,377,0.398,2017,0.073,0.026,0.187
Amylostereum laevigatum,2066,0.64,1828,0.074,0.034,0.138
Tylopilus plumbeoviolaceus,685,0.688,1941,0.074,0.038,0.131
Lycoperdon lividum,2444,0.718,1790,0.074,0.028,0.156
Cortinarius solis-occasus,244,0.959,1986,0.074,0.037,0.137
Plicatura nivea,2157,0.598,1828,0.074,0.033,0.14
Marasmius cohaerens,2262,0.698,1805,0.074,0.031,0.148
Tricholoma album,2778,0.69,1774,0.074,0.024,0.173
Pyrrhulomyces astragalinus,2102,0.662,1821,0.075,0.033,0.142
Xylobolus illudens,1511,0.79,1845,0.075,0.039,0.129
Sphagnurus paluster,1441,0.64,1872,0.075,0.041,0.129
Clavariadelphus occidentalis,318,0.755,1989,0.075,0.037,0.14
Galerina vittiformis,2652,0.655,1786,0.075,0.027,0.166
Cuphophyllus colemannianus,1313,0.843,1854,0.075,0.041,0.13
Pseudoboletus parasiticus,2348,0.748,1790,0.075,0.029,0.158
Hymenopellis furfuracea,1084,0.712,1893,0.075,0.041,0.126
Clavariadelphus ligula,3009,0.598,1774,0.076,0.024,0.183
Cortinarius clarobrunneus,209,0.981,1992,0.076,0.038,0.14
Dermoloma pseudocuneifolium,299,0.816,1986,0.076,0.038,0.139
Mycena niveipes,960,0.625,1916,0.076,0.04,0.133
Lentinellus ursinus,1909,0.737,1821,0.076,0.036,0.142
Peniophora lycii,2168,0.613,1822,0.076,0.034,0.146
Lactarius picinus,1600,0.777,1838,0.076,0.039,0.134
Lactarius spinosulus,1301,0.653,1880,0.077,0.042,0.129
Psilocybe coronilla,2347,0.724,1792,0.077,0.03,0.159
Melanoleuca strictipes,1369,0.597,1882,0.077,0.041,0.132
Russula intermedia,1234,0.635,1888,0.077,0.042,0.13
Lentaria epichnoa,988,0.916,1874,0.077,0.042,0.132
Hygrophorus discoideus,2111,0.764,1801,0.077,0.032,0.154
Stropharia cyanea,2232,0.817,1784,0.077,0.029,0.167
Asterophora lycoperdoides,2663,0.647,1784,0.077,0.027,0.171
Piloderma bicolor,1799,0.708,1832,0.077,0.038,0.139
Scutellinia subhirtella,444,0.691,1971,0.077,0.038,0.144
Jackrogersella cohaerens,2560,0.624,1794,0.077,0.029,0.166
Lactarius citriolens,499,0.641,1968,0.077,0.037,0.146
Botrytis cinerea,3343,0.325,1801,0.077,0.024,0.193
Ramaria botrytis,2654,0.662,1781,0.078,0.027,0.174
Favolus tenuiculus,2628,0.623,1789,0.078,0.028,0.171
Phylloscypha phyllogena,1295,0.664,1877,0.078,0.044,0.131
Flammulina populicola,217,0.866,1999,0.078,0.039,0.142
Panaeolus semiovatus,3143,0.658,1753,0.078,0.021,0.208
Pseudomerulius aureus,1927,0.749,1815,0.078,0.036,0.148
Inocybe griseolilacina,847,0.692,1917,0.078,0.042,0.133
Entoloma longistriatum,815,0.767,1911,0.079,0.043,0.13
Cortinarius anserinus,630,0.883,1920,0.079,0.043,0.134
Peniophorella pubera,2299,0.501,1828,0.079,0.034,0.155
Hydnum umbilicatum,958,0.711,1902,0.079,0.044,0.131
Mycena megaspora,768,0.628,1933,0.079,0.04,0.141
Hygrocybe intermedia,1062,0.855,1872,0.079,0.044,0.134
Macrophomina phaseolina,1362,0.441,1901,0.079,0.038,0.153
Hygrophorus poetarum,670,0.6,1948,0.079,0.039,0.146
Lactifluus glaucescens,1071,0.635,1900,0.079,0.043,0.134
Trichoderma koningiopsis,272,0.647,2006,0.08,0.036,0.158
Calonarius metarius,572,0.921,1923,0.08,0.043,0.139
Discina ancilis,2232,0.558,1822,0.08,0.035,0.154
Cortinarius torvus,2296,0.682,1798,0.08,0.032,0.162
Gloiothele citrina,2723,0.556,1792,0.08,0.028,0.175
Russula laccata,589,0.621,1955,0.08,0.039,0.149
Ciboria batschiana,1238,0.717,1872,0.081,0.045,0.134
Crepidotus applanatus,2219,0.719,1796,0.081,0.033,0.163
Tricholoma populinum,1297,0.663,1874,0.081,0.045,0.135
Hygrocybe mucronella,1507,0.793,1838,0.081,0.042,0.14
Amanita brunnescens,1019,0.525,1918,0.081,0.04,0.147
Ramariopsis kunzei,1975,0.666,1821,0.081,0.038,0.151
Coprinellus xanthothrix,619,0.7,1941,0.081,0.042,0.141
Ceraceomyces eludens,366,0.533,1998,0.081,0.035,0.172
Cortinarius betulinus,542,0.731,1948,0.081,0.043,0.141
Inocybe petiginosa,1841,0.729,1821,0.081,0.038,0.149
Pseudoplectania nigrella,2638,0.6,1788,0.081,0.029,0.178
Inocybe cincinnata,2748,0.65,1772,0.082,0.027,0.19
Cladosporium herbarum,3352,0.362,1788,0.082,0.024,0.207
Russula farinipes,1115,0.637,1893,0.082,0.046,0.137
Cortinarius cinnamomeoluteus,711,0.494,1953,0.082,0.038,0.162
Cortinarius uliginosus,1535,0.613,1860,0.082,0.044,0.141
Tricholoma sejunctum,2427,0.603,1799,0.082,0.032,0.172
Cortinarius claricolor,1075,0.653,1894,0.082,0.046,0.137
Lyomyces crustosus,2736,0.48,1800,0.083,0.03,0.184
Gloeocystidiellum porosum,1621,0.425,1879,0.083,0.04,0.158
Niveoporofomes spraguei,1534,0.519,1872,0.083,0.043,0.149
Laccaria ochropurpurea,1647,0.644,1845,0.084,0.044,0.145
Russula nitida,2231,0.657,1801,0.084,0.035,0.168
Cortinarius parvannulatus,426,0.808,1955,0.084,0.045,0.145
Ascotremella faginea,928,0.786,1890,0.084,0.048,0.138
Marasmius plicatulus,871,0.781,1897,0.085,0.048,0.138
Peniophora polygonia,2350,0.647,1794,0.085,0.033,0.176
Russula nauseosa,2094,0.712,1801,0.085,0.036,0.166
Gymnopilus picreus,2232,0.67,1798,0.085,0.035,0.17
Pholiota carbonaria,2205,0.553,1818,0.085,0.037,0.166
Lentinellus cochleatus,2491,0.624,1788,0.085,0.031,0.183
Gymnopus ocior,1719,0.799,1815,0.085,0.04,0.159
Lentinellus castoreus,1353,0.852,1838,0.085,0.044,0.15
Mycena tenerrima,1555,0.794,1829,0.085,0.043,0.151
Gyromitra korfii,342,0.807,1970,0.085,0.045,0.149
Urnula padeniana,142,0.923,2012,0.085,0.043,0.152
Inocybe fraudans,1101,0.702,1882,0.085,0.048,0.139
Mycena amicta,1809,0.711,1821,0.085,0.041,0.156
Suillus tomentosus,1093,0.398,1923,0.086,0.039,0.172
Calvatia cyathiformis,2342,0.534,1811,0.086,0.035,0.173
Camarophyllopsis schulzeri,878,0.867,1884,0.086,0.049,0.143
Cortinarius angelesianus,587,0.673,1944,0.086,0.045,0.149
Amanita franchetii,1050,0.743,1881,0.086,0.049,0.14
Skvortzovia furfuracea,1028,0.424,1925,0.086,0.04,0.169
Mycoacia uda,1917,0.652,1821,0.086,0.04,0.159
Glutinoglossum glutinosum,2181,0.691,1796,0.086,0.036,0.172
Leccinum pachyderme,456,0.934,1934,0.087,0.047,0.15
Poronidulus conchifer,2025,0.593,1822,0.087,0.04,0.162
Crinipellis scabella,2239,0.726,1786,0.087,0.034,0.18
Hygrophorus chrysodon,2498,0.602,1789,0.087,0.032,0.186
Collybia cookei,2112,0.687,1801,0.087,0.037,0.17
Phleogena faginea,1832,0.802,1803,0.087,0.039,0.17
Paragalactinia michelii,976,0.715,1891,0.088,0.05,0.142
Inocybe corydalina,1145,0.705,1875,0.088,0.05,0.142
Leccinum melaneum,382,0.893,1951,0.088,0.048,0.152
Hygrocybe lepida,264,0.795,1986,0.088,0.046,0.156
Russula mustelina,1635,0.665,1838,0.088,0.046,0.152
Inocybe hirtella,1054,0.699,1884,0.088,0.05,0.143
Melanoleuca melaleuca,2358,0.566,1801,0.089,0.035,0.182
Lentinus tigrinus,2390,0.668,1782,0.089,0.033,0.191
Russula cavipes,749,0.895,1893,0.089,0.051,0.149
Leucoagaricus nympharum,1119,0.803,1863,0.089,0.051,0.146
Melanoleuca polioleuca,2036,0.773,1790,0.089,0.037,0.181
Tricholoma lascivum,1685,0.745,1821,0.089,0.044,0.162
Trechispora hymenocystis,1078,0.708,1879,0.09,0.052,0.145
Marasmius calhouniae,215,0.884,1989,0.09,0.047,0.158
Panellus pusillus,1623,0.653,1839,0.09,0.046,0.154
Strobilurus trullisatus,627,0.834,1916,0.09,0.05,0.148
Phlebia rufa,2200,0.626,1801,0.09,0.037,0.18
Psathyrella corrugis,2289,0.668,1788,0.09,0.035,0.187
Phlegmacium terpsichores,216,0.88,1989,0.09,0.047,0.158
Hygrocybe conicoides,395,0.77,1960,0.09,0.048,0.155
Russula odorata,477,0.73,1950,0.091,0.049,0.154
Conocybe vexans,463,0.657,1960,0.091,0.047,0.162
Morchella semilibera,2341,0.569,1799,0.091,0.036,0.186
Dacrymyces variisporus,295,0.831,1973,0.091,0.049,0.158
Byssomerulius incarnatus,1421,0.877,1822,0.092,0.044,0.17
Suillus collinitus,1381,0.789,1838,0.092,0.049,0.156
Hygrophorus pudorinus,1728,0.707,1821,0.092,0.045,0.165
Porpolomopsis calyptriformis,1231,0.885,1838,0.092,0.048,0.162
Entoloma tjallingiorum,272,0.79,1982,0.092,0.049,0.16
Exidia saccharina,1821,0.761,1805,0.092,0.042,0.175
Hebeloma sordescens,338,0.586,1989,0.092,0.043,0.178
Panus neostrigosus,2031,0.55,1822,0.092,0.042,0.173
Russula consobrina,1810,0.68,1818,0.092,0.044,0.169
Ramaria formosa,2360,0.611,1790,0.092,0.035,0.192
Tricholoma stans,1033,0.799,1869,0.093,0.054,0.15
Phlegmacium olidum,417,0.94,1935,0.093,0.051,0.161
Coprinopsis nivea,1888,0.744,1801,0.093,0.042,0.179
Eutypa spinosa,1966,0.751,1794,0.094,0.04,0.185
Antrodiella romellii,740,0.6,1926,0.094,0.05,0.16
Amanita nehuta,210,0.848,1991,0.094,0.05,0.163
Lactarius argillaceifolius,334,0.671,1979,0.094,0.048,0.168
Entoloma incanum,1837,0.775,1799,0.095,0.042,0.183
Veluticeps abietina,2390,0.569,1792,0.095,0.036,0.198
Cyathus stercoreus,1982,0.487,1832,0.095,0.044,0.177
Dacryobolus karstenii,1101,0.52,1897,0.095,0.051,0.165
Russula fragrantissima,332,0.783,1967,0.095,0.052,0.162
Leratiomyces erythrocephalus,1118,0.901,1844,0.095,0.051,0.167
Picipes melanopus,2316,0.584,1794,0.095,0.037,0.196
Mycena vulgaris,2107,0.672,1794,0.095,0.04,0.189
Hydnellum fennicum,925,0.769,1882,0.096,0.056,0.153
Agrocybe putaminum,547,0.921,1913,0.096,0.054,0.161
Pluteus petasatus,1344,0.784,1838,0.096,0.051,0.163
Hypholoma elongatum,2222,0.594,1798,0.096,0.038,0.193
Gymnopilus ventricosus,576,0.976,1902,0.096,0.053,0.166
Russula azurea,972,0.725,1882,0.096,0.056,0.153
Naematelia encephala,2117,0.699,1788,0.096,0.039,0.194
Coltricia cinnamomea,2386,0.59,1787,0.096,0.036,0.202
Xeromphalina cauticinalis,1583,0.633,1838,0.097,0.05,0.166
Lepiota pseudolilacea,440,0.768,1947,0.097,0.054,0.161
Rhodophana nitellina,1377,0.753,1838,0.097,0.052,0.163
Psilocybe allenii,116,0.957,2012,0.097,0.051,0.169
Eutypella parasitica,465,0.809,1938,0.097,0.055,0.16
Calvatia booniana,349,0.765,1964,0.097,0.053,0.165
Aleurodiscus disciformis,1835,0.821,1789,0.097,0.041,0.197
Inocybe ochroalba,379,0.652,1970,0.098,0.051,0.173
Irpicodon pendulus,1464,0.928,1805,0.098,0.044,0.192
Mycena corynephora,211,0.9,1983,0.098,0.053,0.169
Athelia decipiens,984,0.502,1908,0.098,0.052,0.173
Mycena citrinomarginata,1109,0.648,1876,0.098,0.058,0.158
Coprinellus domesticus,2044,0.719,1788,0.099,0.04,0.197
Russula subfoetens,955,0.79,1873,0.099,0.059,0.158
Lactarius obscuratus,1659,0.644,1828,0.099,0.05,0.174
Corticium erikssonii,224,0.924,1976,0.099,0.054,0.17
Hemimycena tortuosa,343,0.802,1960,0.099,0.055,0.166
Cyclocybe erebia,2025,0.639,1801,0.099,0.043,0.191
Laxitextum bicolor,2513,0.488,1792,0.099,0.037,0.213
Globulicium hiemale,558,0.656,1939,0.1,0.054,0.167
Nidula niveotomentosa,790,0.741,1898,0.1,0.058,0.158
Pholiota spumosa,2088,0.478,1821,0.1,0.044,0.193
Aphanobasidium pseudotsugae,694,0.607,1926,0.1,0.055,0.168
Amylostereum chailletii,1874,0.567,1822,0.1,0.047,0.184
Lactarius ruginosus,372,0.766,1957,0.101,0.056,0.168
Heteroradulum deglubens,965,0.754,1875,0.101,0.06,0.16
Naucoria scolecina,1411,0.708,1838,0.101,0.054,0.168
Inosperma calamistratum,1620,0.599,1836,0.101,0.052,0.175
Russula decipiens,562,0.71,1931,0.101,0.058,0.164
Thelephora wakefieldiae,1153,0.518,1887,0.101,0.055,0.172
Tylopilus balloui,674,0.734,1912,0.101,0.059,0.161
Cystoderma fallax,688,0.443,1945,0.102,0.048,0.196
Ramaria rasilispora,278,0.788,1974,0.102,0.056,0.171
Coriolopsis gallica,2311,0.578,1788,0.102,0.039,0.211
Entoloma chalybeum,1665,0.817,1799,0.102,0.046,0.197
Inocybe soluta,648,0.693,1920,0.102,0.059,0.164
Cortinarius odhinnii,188,0.883,1989,0.102,0.056,0.175
Phylloporus leucomycelinus,204,0.946,1978,0.102,0.055,0.174
Kneiffia subalutacea,1368,0.398,1883,0.103,0.051,0.189
Physisporinus vitreus,1906,0.707,1796,0.103,0.045,0.197
Hebeloma pusillum,635,0.534,1940,0.103,0.053,0.182
Galerina tibiicystis,737,0.608,1918,0.103,0.058,0.17
Omphalotus subilludens,348,0.908,1945,0.103,0.058,0.172
Inocybe dulcamara,2187,0.558,1798,0.103,0.042,0.205
Gymnopilus sapineus,2211,0.541,1799,0.103,0.042,0.206
Hyphoderma roseocremeum,938,0.531,1905,0.103,0.056,0.175
Leucocoprinus brebissonii,864,0.836,1874,0.103,0.061,0.165
Resupinatus applicatus,2172,0.639,1786,0.104,0.041,0.211
Stereum ochraceoflavum,1698,0.568,1832,0.104,0.052,0.182
Inocybe curvipes,1075,0.542,1889,0.104,0.058,0.173
Cystodermella cinnabarina,1852,0.666,1805,0.104,0.047,0.195
Peziza arvernensis,1127,0.57,1880,0.104,0.06,0.169
Biatoropsis usnearum,633,0.581,1934,0.104,0.056,0.177
Trechispora mollusca,2079,0.588,1800,0.104,0.043,0.205
Phylloporus arenicola,217,0.954,1972,0.104,0.056,0.176
Cantharellus friesii,893,0.817,1872,0.104,0.062,0.166
Calonarius splendens,443,0.788,1939,0.104,0.06,0.17
Hydnoporia corrugata,2285,0.403,1815,0.105,0.043,0.213
Russula maculata,1022,0.658,1878,0.105,0.062,0.165
Ramaria acrisiccescens,290,0.741,1974,0.105,0.058,0.176
Gyroporus cyanescens,2148,0.627,1788,0.105,0.042,0.213
Helvella compressa,392,0.893,1936,0.106,0.06,0.174
Exobasidium rhododendri,952,0.742,1874,0.106,0.063,0.166
Entoloma sinuatum,2041,0.674,1788,0.106,0.043,0.21
Hygrophoropsis rufa,210,0.967,1972,0.106,0.057,0.179
Holwaya mucida,1461,0.784,1818,0.106,0.053,0.188
Ceraceomyces microsporus,161,0.857,1998,0.106,0.058,0.179
Dermoloma cuneifolium,1807,0.82,1783,0.106,0.043,0.215
Thelephora penicillata,1613,0.83,1797,0.107,0.048,0.207
Inocybe whitei,1072,0.668,1870,0.107,0.063,0.168
Trichoderma koningii,959,0.511,1902,0.107,0.059,0.182
Lactarius vinaceorufescens,431,0.599,1960,0.107,0.056,0.188
Agaricus litoralis,444,0.705,1946,0.107,0.061,0.175
Clavaria fumosa,1763,0.75,1796,0.107,0.048,0.204
Inocybe glabripes,641,0.707,1915,0.108,0.064,0.169
Phanerochaete velutina,2227,0.407,1815,0.108,0.045,0.216
Lactarius romagnesii,499,0.78,1928,0.108,0.063,0.172
Inocybe subcarpta,689,0.514,1932,0.108,0.056,0.188
Clavaria falcata,1514,0.906,1794,0.108,0.047,0.216
Entoloma undatum,1324,0.718,1838,0.108,0.059,0.178
Antrodiella semisupina,1480,0.378,1872,0.108,0.054,0.2
Ceriporia viridans,1332,0.543,1861,0.108,0.061,0.18
Entoloma asprellum,1497,0.727,1821,0.108,0.055,0.188
Phlegmacium mussivum,1056,0.91,1838,0.108,0.058,0.191
Lactarius controversus,1909,0.716,1789,0.108,0.046,0.212
Orbilia xanthostigma,1848,0.573,1815,0.109,0.051,0.199
Rhizopogon parksii,478,0.467,1966,0.109,0.051,0.21
Pluteus primus,157,0.93,1991,0.109,0.06,0.183
Collybiopsis luxurians,642,0.849,1897,0.109,0.065,0.174
Galerina graminea,1289,0.805,1828,0.11,0.058,0.188
Pholiota adiposa,2109,0.631,1786,0.11,0.044,0.221
Naucoria bohemica,663,0.62,1921,0.11,0.063,0.178
Scleroderma septentrionale,190,0.732,1998,0.11,0.059,0.187
Contumyces rosellus,380,0.945,1930,0.11,0.062,0.184
Cortinarius malachius,1513,0.726,1818,0.11,0.056,0.193
Pappia fissilis,1378,0.59,1849,0.11,0.061,0.182
Stropharia pseudocyanea,1376,0.777,1823,0.11,0.057,0.19
Tremella cladoniae,149,0.899,1996,0.11,0.061,0.184
Phallus indusiatus,1691,0.755,1798,0.111,0.051,0.209
Hypochnicium erikssonii,310,0.506,1990,0.111,0.052,0.214
Lepiota boudieri,813,0.76,1884,0.111,0.067,0.172
Calycina claroflava,1520,0.679,1824,0.111,0.057,0.19
Multiclavula mucida,1666,0.774,1797,0.111,0.05,0.211
Cortinarius diasemospermus,203,0.892,1978,0.111,0.063,0.185
Turbinellus floccosus,1917,0.411,1832,0.111,0.051,0.21
Rhodocollybia prolixa,1726,0.6,1818,0.111,0.054,0.198
Agaricus subrutilescens,613,0.625,1926,0.111,0.064,0.181
Hydnum albidum,801,0.743,1887,0.112,0.067,0.173
Tricholoma joachimii,205,0.81,1985,0.112,0.062,0.186
Cortinarius biformis,1240,0.752,1838,0.112,0.062,0.184
Botryobasidium obtusisporum,471,0.527,1958,0.112,0.057,0.202
Pluteus podospileus,898,0.693,1881,0.112,0.068,0.173
Lactarius omphaliiformis,293,0.689,1974,0.112,0.062,0.189
Tricholoma albobrunneum,1793,0.669,1801,0.113,0.052,0.209
Phellinus hartigii,962,0.704,1872,0.113,0.068,0.175
Entoloma sericatum,896,0.6,1893,0.113,0.066,0.178
Lyophyllum shimeji,468,0.908,1915,0.113,0.066,0.186
Panaeolus olivaceus,421,0.713,1945,0.114,0.065,0.183
Calonarius atrovirens,751,0.887,1874,0.114,0.067,0.183
Amanita arctica,154,0.955,1987,0.114,0.063,0.19
Inosperma erubescens,925,0.643,1883,0.114,0.069,0.177
Echinoderma echinaceum,427,0.747,1940,0.114,0.067,0.181
Strobilomyces confusus,516,0.566,1945,0.115,0.062,0.196
Galerina pumila,1912,0.595,1801,0.115,0.05,0.218
Agaricus bisporus,1285,0.541,1860,0.115,0.065,0.188
Rhizocybe pruinosa,1212,0.755,1838,0.115,0.064,0.188
Otidea bufonia,1413,0.733,1822,0.115,0.06,0.196
Tremella coppinsii,174,0.862,1988,0.115,0.065,0.191
Cabalodontia subcretacea,445,0.719,1939,0.115,0.067,0.184
Hygrophorus discoxanthus,1380,0.8,1815,0.115,0.058,0.204
Hyphodontia arguta,2010,0.416,1821,0.115,0.051,0.221
Ceriporia purpurea,1620,0.608,1821,0.116,0.058,0.203
Basidiodendron caesiocinereum,885,0.469,1908,0.116,0.063,0.2
Cortinarius chrysolitus,710,0.579,1915,0.116,0.067,0.188
Inosperma adaequatum,898,0.683,1879,0.117,0.071,0.179
Athelia epiphylla,1768,0.546,1818,0.117,0.056,0.21
Limacella delicata,1464,0.698,1821,0.117,0.06,0.2
Chrysomphalina chrysophylla,1615,0.607,1821,0.117,0.059,0.204
Pseudosperma sororium,598,0.627,1924,0.117,0.068,0.188
Cortinarius decipiens,1731,0.678,1801,0.117,0.055,0.215
Diplomitoporus flavescens,679,0.71,1903,0.117,0.071,0.18
Mycena pearsoniana,351,0.687,1959,0.117,0.066,0.192
Mycena erubescens,557,0.776,1913,0.117,0.07,0.181
Hymenochaete fuliginosa,1578,0.618,1822,0.117,0.059,0.204
Strobilurus tenacellus,1859,0.655,1794,0.117,0.052,0.222
Delicatula integrella,1540,0.788,1800,0.117,0.055,0.219
Cubamyces lactineus,1044,0.829,1843,0.117,0.067,0.194
Clavaria argillacea,1687,0.725,1797,0.118,0.054,0.219
Russula amoenicolor,319,0.718,1962,0.118,0.067,0.191
Pholiota squarrosoides,1005,0.594,1878,0.118,0.07,0.184
Galerina hybrida,238,0.84,1969,0.118,0.068,0.191
Oligoporus rennyi,940,0.668,1875,0.118,0.072,0.182
Cortinarius spilomeus,1306,0.813,1818,0.118,0.061,0.207
Inocybe obscurobadia,327,0.765,1955,0.119,0.069,0.19
Arrhenia obscurata,455,0.596,1949,0.119,0.065,0.199
Cortinarius duracinus,1289,0.678,1838,0.119,0.066,0.193
Clathrus columnatus,1257,0.896,1811,0.119,0.058,0.219
Cookeina speciosa,1056,0.97,1822,0.119,0.06,0.222
Gymnopus foetidus,1791,0.669,1796,0.119,0.054,0.222
Tubaria romagnesiana,292,0.575,1982,0.119,0.061,0.211
Galiella rufa,1422,0.632,1832,0.119,0.064,0.2
Hypholoma marginatum,1693,0.718,1796,0.12,0.055,0.222
Panaeolus antillarum,1112,0.876,1828,0.12,0.064,0.208
Entoloma rhombisporum,433,0.801,1929,0.12,0.071,0.187
Psathyrella pseudogracilis,345,0.748,1952,0.12,0.07,0.191
Hydnellum martioflavum,335,0.669,1962,0.121,0.068,0.198
Fibroporia norrlandica,114,0.956,2000,0.121,0.068,0.199
Gymnopus alpinus,209,0.722,1987,0.121,0.068,0.199
Cortinarius lucorum,1160,0.756,1838,0.121,0.069,0.197
Xenasma tulasnelloideum,911,0.417,1908,0.122,0.063,0.213
Tricholoma cingulatum,1211,0.775,1830,0.122,0.066,0.202
Lactarius psammicola,355,0.817,1941,0.123,0.073,0.192
Cystolepiota bucknallii,799,0.757,1877,0.124,0.076,0.189
Lactarius hygrophoroides,997,0.711,1859,0.124,0.075,0.192
Caulorhiza umbonata,590,0.771,1904,0.124,0.075,0.189
Entoloma infula,1090,0.808,1836,0.124,0.069,0.205
Tricholoma fracticum,730,0.714,1891,0.124,0.076,0.188
Pluteus phlebophorus,1349,0.785,1813,0.124,0.063,0.219
Podoserpula pusio,878,0.817,1859,0.124,0.075,0.196
Radulodon erikssonii,227,0.806,1972,0.124,0.073,0.199
Mycena overholtsii,431,0.564,1953,0.125,0.068,0.211
Thaxterogaster talus,1163,0.736,1838,0.125,0.071,0.201
Raduliporus aneirinus,1309,0.714,1826,0.126,0.068,0.208
Loreleia marchantiae,227,0.811,1971,0.126,0.074,0.2
Efibula tuberculata,1014,0.404,1896,0.126,0.066,0.219
Resupinatus trichotis,1100,0.852,1828,0.126,0.068,0.215
Lanmaoa pallidorosea,110,0.973,1998,0.126,0.071,0.208
Volvariella caesiotincta,209,0.828,1974,0.127,0.075,0.201
